tracking_id,customer_id,job_id,sample_id,system_name,site,station,sample_date,receive_date,calculation_type,level_,replicate_,depth,fraction,biovolume,taxa_level,report_note,taxa_id,custom_taxa_id,organism,habitat,phylum,division,class_,subclass_,order_,suborder,family,subfamily,tribe,genus,subgenus,species,subspecies,variety,form_,morph,coloniality,structure_,customer_requested_units,concentration_natural_units_per_ml_,relative_concentration,total_area_square_um_per_ml_,relative_total_area,total_volume_cubic_um_per_ml_,relative_total_volume,total_biovolume_cubic_um_per_ml_,relative_total_biovolume,total_biomass_per_ml_,relative_total_biomass,algal_cell_concentration_per_ml_,relative_algal_cell_concentration,algal_biomass_concentration_mg_per_l_,relative_algal_biomass_concentration,alternate_taxa_name,job_tally_notes
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1731,.,Algae,Freshwater,,Haptophyta,Prymnesiophyceae,,Prymnesiales,,Chromulinaceae,,,Chrysochromulina,,parva,,,,,Cell-Motile,Vegetative,NU/ml,21.1731,0.0008631,994.3838,0.00010361,640.34,0.00001274,640.34,0.00004512,0,0,21.1731,0.00023039,0.00064034,0.00004512,cf Erkenia subaequiciliata,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,741.0583,0.03020833,154210.5291,0.01606743,217280.2975,0.00432291,217280.2975,0.01531152,0,0,741.0583,0.00806358,0.2172803,0.01531152,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2110,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlorogonium,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,1291.5588,0.05264881,2847589.641,0.29669475,13609568.83,0.27077007,13609568.83,0.95905258,0,0,1291.5588,0.01405368,13.60956883,0.95905258,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,Schroederia,,judayi,,,,,Cell-Nonmotile,Vegetative,NU/ml,359.9426,0.01467262,16961.8995,0.00176729,6784.7742,0.00013499,6784.7742,0.00047812,0,0,359.9426,0.0039166,0.00678477,0.00047812,Ankyra judayi,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2683,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,,,,,,,2-9.9 um spherical,Cell-Nonmotile,Vegetative,NU/ml,42.3462,0.00172619,1662.9306,0.00017326,1008.8429,0.00002007,1008.8429,0.00007109,0,0,42.3462,0.00046078,0.00100884,0.00007109,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,42.3462,0.00172619,24959.7628,0.0026006,45143.0322,0.00089815,45143.0322,0.00318118,0,0,42.3462,0.00046078,0.04514303,0.00318118,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3043,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Rhodomonas,,minuta,,nannoplanctica,,,Cell-Motile,Vegetative,NU/ml,21.1731,0.0008631,931.2414,0.00009703,709.5168,0.00001412,709.5168,0.00005,0,0,21.1731,0.00023039,0.00070952,0.00005,Rhodomonas lacustris,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,1937.3382,0.07897321,6157479.44,0.64155727,35982123.61,0.71588471,119139.9033,0.00839567,0,0,67419.3678,0.73360193,0.1191399,0.00839567,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4062,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanothece,,nidulans,,,,,Colonial-Nonmotile,Vegetative,NU/ml,42.3462,0.00172619,51951.9013,0.00541295,188026.4934,0.00374089,88.6899,0.00000625,0,0,677.539,0.00737242,0.00008869,0.00000625,Aphanothece smithii,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,15562.2245,0.63437497,101878.1028,0.01061484,20370.9519,0.00040529,20370.9519,0.00143552,0,0,15562.2245,0.16933529,0.02037095,0.00143552,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4460,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Nostocales,,Nostocaceae,,,Pseudanabaena,,,,,,,Filament,Vegetative,NU/ml,444.635,0.018125,14667.0409,0.00152818,3492.1632,0.00006948,3492.1632,0.00024609,0,0,1482.1018,0.01612701,0.00349216,0.00024609,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,105.8655,0.00431548,26777.9409,0.00279003,22449.5675,0.00044665,22449.5675,0.001582,0,0,105.8655,0.00115194,0.02244957,0.001582,Brachysira,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,7130,.,Monera,Freshwater,,Miscellaneous,,,,,,,,,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,42.3462,0.00172619,11462.7535,0.00119432,17028.4147,0.00033879,17028.4147,0.00119998,0,0,42.3462,0.00046078,0.01702841,0.00119997,,
200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,8491,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Scourfieldia,,cordiformis,,,,,Cell-Nonmotile,Vegetative,NU/ml,21.1731,0.0008631,1888.6358,0.00019678,1662.9306,0.00003308,1662.9306,0.00011719,0,0,21.1731,0.00023039,0.00166293,0.00011719,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000538,.,Algae,Freshwater,,Chlorophyta,Prasinophyceae,,Prasinocladales,,Pedinomonadaceae,,,Monomastix,,minuta,,,,,Cell-Motile,Vegetative,NU/ml,28.2308,0.03174603,2295.9963,0.01539102,1396.8624,0.0035658,1396.8624,0.0054267,0,0,28.2308,0.02695418,0.00139686,0.00542669,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1631,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,Ochromonadales,,Ochromonadaceae,,,Uroglena,,,,,,,Colonial-Motile,Vegetative,NU/ml,2.8231,0.00317463,220.5429,0.00147839,183.2949,0.0004679,183.2949,0.00071209,0,0,2.8231,0.00269544,0.00018329,0.00071207,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1652,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Motile,Vegetative,NU/ml,237.1387,0.26666661,9779.5983,0.06555673,6178.5766,0.01577219,6178.5766,0.0240033,0,0,237.1387,0.22641507,0.00617858,0.02400331,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1731,.,Algae,Freshwater,,Haptophyta,Prymnesiophyceae,,Prymnesiales,,Chromulinaceae,,,Chrysochromulina,,parva,,,,,Cell-Motile,Vegetative,NU/ml,2.8231,0.00317463,132.5845,0.00088877,85.3787,0.00021795,85.3787,0.00033169,0,0,2.8231,0.00269544,0.00008538,0.00033169,cf Erkenia subaequiciliata,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,33.877,0.03809528,5254.7556,0.03522482,7072.735,0.01805473,7072.735,0.02747703,0,0,33.877,0.03234505,0.00707274,0.02747705,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2683,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,,,,,,,2-9.9 um spherical,Cell-Nonmotile,Vegetative,NU/ml,5.6462,0.00634925,221.7241,0.00148631,134.5124,0.00034337,134.5124,0.00052257,0,0,5.6462,0.00539087,0.00013451,0.00052256,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,84.6924,0.09523808,87348.7548,0.58553516,210265.4289,0.53674923,210265.4289,0.81686508,0,0,84.6924,0.08086253,0.21026543,0.81686507,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3041,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Rhodomonas,,minuta,,,,,Cell-Motile,Vegetative,NU/ml,2.8231,0.00317463,239.4621,0.00160521,266.069,0.0006792,266.069,0.00103366,0,0,2.8231,0.00269544,0.00026607,0.00103366,Rhodomonas lens,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3043,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Rhodomonas,,minuta,,nannoplanctica,,,Cell-Motile,Vegetative,NU/ml,11.2923,0.01269839,496.6621,0.00332933,378.4089,0.00096597,378.4089,0.00147009,0,0,11.2923,0.01078165,0.00037841,0.00147009,Rhodomonas lacustris,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,5.6462,0.00634925,18872.0309,0.1265071,111396.5667,0.28436449,219.5068,0.00085277,0,0,124.2155,0.11859836,0.00021951,0.00085278,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4054,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,delicatissima,,,,,Colonial-Nonmotile,Vegetative,NU/ml,5.6462,0.00634925,7000.8532,0.04692964,23179.9273,0.05917191,23.6506,0.00009188,0,0,45.1693,0.0431267,0.00002365,0.00009188,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4285,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechocystis,,,,,,>1 um spherical,Cell-Nonmotile,Vegetative,NU/ml,16.9385,0.01904764,119.7313,0.00080261,29.932,0.00007641,29.932,0.00011628,0,0,16.9385,0.01617253,0.00002993,0.00011628,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,423.4619,0.47619031,3075.2226,0.0206145,620.8375,0.00158483,620.8375,0.00241191,0,0,423.4619,0.40431257,0.00062084,0.00241192,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,2.8231,0.00317463,2512.2902,0.01684093,4635.5125,0.01183318,4635.5125,0.01800861,0,0,2.8231,0.00269544,0.00463551,0.0180086,Brachysira,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,6032,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Gymnodinales,,Gymnodiniaceae,,,Gymnodinium,,sp. 1,,,,,Cell-Motile,Vegetative,NU/ml,11.2923,0.01269839,10261.6459,0.0687881,24123.5851,0.06158081,24123.5851,0.09371828,0,0,11.2923,0.01078165,0.02412359,0.0937183,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,6033,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Gymnodinales,,Gymnodiniaceae,,,Gymnodinium,,sp. 2,,,,,Cell-Motile,Vegetative,NU/ml,2.8231,0.00317463,1120.2354,0.00750941,1702.8413,0.00434688,1702.8413,0.00661541,0,0,2.8231,0.00269544,0.00170284,0.0066154,,
200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,8041,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Oocystaceae,,,Monoraphidium,,capricornutum,,,,,Cell-Nonmotile,Vegetative,NU/ml,11.2923,0.01269839,225.5527,0.00151197,88.202,0.00022516,88.202,0.00034266,0,0,11.2923,0.01078165,0.0000882,0.00034265,"Pseudokirchneriella subcapitata, Selenastrum capricornutum, Kirchneriella subcapitata, Raphidocelis subcapitata",
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000538,.,Algae,Freshwater,,Chlorophyta,Prasinophyceae,,Prasinocladales,,Pedinomonadaceae,,,Monomastix,,minuta,,,,,Cell-Motile,Vegetative,NU/ml,45.7339,0.06490389,2107.0515,0.01954167,1044.6534,0.00449953,1044.6534,0.00696057,0,0,45.7339,0.05094343,0.00104465,0.00696054,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000986,.,Monera,Freshwater,,,Alphaproteobacteria,,Rhodospirillales,,Rhodospirillaceae,,,Rhodospirillum,,rubrum,,,,,Cell-Nonmotile,Vegetative,NU/ml,15.2446,0.02163458,120.928,0.00112154,14.3681,0.00006189,14.3681,0.00009574,0,0,15.2446,0.0169811,0.00001437,0.00009575,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1323,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,Ochromonadales,,Synuraceae,,,Synura,,,,,,,Colonial-Motile,Vegetative,NU/ml,1.6938,0.00240378,451.6196,0.00418851,664.1082,0.00286045,664.1082,0.00442498,0,0,1.6938,0.00188674,0.00066411,0.00442499,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1652,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Motile,Vegetative,NU/ml,457.3388,0.64903867,31937.0233,0.29619722,29750.8521,0.12814289,29750.8521,0.19823109,0,0,457.3388,0.50943403,0.02975085,0.19823108,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2080,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Volvocales,,Chlamydomonadaceae,,,Chlamydomonas,,,,,,,Cell-Motile,Vegetative,NU/ml,71.1416,0.10096158,10018.1811,0.09291277,11921.0055,0.05134616,11921.0055,0.07943013,0,0,71.1416,0.0792453,0.01192101,0.07943016,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,2683,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Chlorococcaceae,,,,,,,,,2-9.9 um spherical,Cell-Nonmotile,Vegetative,NU/ml,3.3877,0.0048077,106.4275,0.00098705,63.8567,0.00027504,63.8567,0.00042548,0,0,3.3877,0.00377359,0.00006386,0.0004255,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3015,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Cryptomonas,,erosa,,,,,Cell-Motile,Vegetative,NU/ml,35.5708,0.05048079,37386.0159,0.34673344,92438.7386,0.39815218,92438.7386,0.61592294,0,0,35.5708,0.03962265,0.09243874,0.61592296,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,3043,.,Algae,Freshwater,,Cryptophyta,Cryptophyceae,,Cryptomonadales,,Cryptomonadaceae,,,Rhodomonas,,minuta,,nannoplanctica,,,Cell-Motile,Vegetative,NU/ml,1.6938,0.00240378,74.4993,0.00069094,56.7613,0.00024448,56.7613,0.0003782,0,0,1.6938,0.00188674,0.00005676,0.00037819,Rhodomonas lacustris,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4051,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,elachista,,,,,Colonial-Nonmotile,Vegetative,NU/ml,3.3877,0.0048077,13204.2854,0.12246203,79823.1692,0.3438144,239.4619,0.00159554,0,0,135.5078,0.15094343,0.00023946,0.00159553,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4054,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanocapsa,,delicatissima,,,,,Colonial-Nonmotile,Vegetative,NU/ml,1.6938,0.00240378,329.3009,0.00305407,431.6703,0.00185929,14.1904,0.00009455,0,0,27.1016,0.03018873,0.00001419,0.00009455,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4062,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Aphanothece,,nidulans,,,,,Colonial-Nonmotile,Vegetative,NU/ml,5.0815,0.00721148,1374.9064,0.01275145,2129.0836,0.00917039,42.5711,0.00028365,0,0,40.6523,0.04528298,0.00004257,0.00028365,Aphanothece smithii,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4285,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechocystis,,,,,,>1 um spherical,Cell-Nonmotile,Vegetative,NU/ml,3.3877,0.0048077,23.9463,0.00022209,5.9864,0.00002578,5.9864,0.00003989,0,0,3.3877,0.00377359,0.00000599,0.00003991,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,4321,.,Algae,Freshwater,,Cyanobacteria,Cyanophyceae,,Chroococcales,,Chroococcaceae,,,Synechococcus,,elongatus,,,,,Cell-Nonmotile,Vegetative,NU/ml,23.7139,0.03365391,355.3452,0.00329562,74.4995,0.00032088,74.4995,0.00049639,0,0,23.7139,0.02641514,0.0000745,0.0004964,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,5020,.,Algae,Freshwater,,Euglenophyta,Euglenophyceae,,Euglenales,,Euglenaceae,,,Euglena,,,,,,,Cell-Motile,Vegetative,NU/ml,23.7139,0.03365391,9225.7776,0.08556369,12396.6843,0.05339501,12396.6843,0.08259959,0,0,23.7139,0.02641514,0.01239668,0.08259957,Brachysira,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,6033,.,Algae,Freshwater,,Pyrrhophyta,Dinophyceae,,Gymnodinales,,Gymnodiniaceae,,,Gymnodinium,,sp. 2,,,,,Cell-Motile,Vegetative,NU/ml,1.6938,0.00240378,672.1412,0.00623372,1021.7048,0.00440069,1021.7048,0.00680766,0,0,1.6938,0.00188674,0.0010217,0.00680763,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,7130,.,Monera,Freshwater,,Miscellaneous,,,,,,,,,,,,,,,Cell-Nonmotile,Vegetative,NU/ml,1.6938,0.00240378,266.8938,0.00247528,266.0689,0.00114601,266.0689,0.00177283,0,0,1.6938,0.00188674,0.00026607,0.00177283,,
200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,8041,.,Algae,Freshwater,,Chlorophyta,Chlorophyceae,,Chlorococcales,,Oocystaceae,,,Monoraphidium,,capricornutum,,,,,Cell-Nonmotile,Vegetative,NU/ml,8.4692,0.01201918,169.1646,0.0015689,66.1515,0.00028493,66.1515,0.00044077,0,0,8.4692,0.00943392,0.00006615,0.00044076,"Pseudokirchneriella subcapitata, Selenastrum capricornutum, Kirchneriella subcapitata, Raphidocelis subcapitata",
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000538,.,Algae,Freshwater,,Chlorophyta,Prasinophyceae,,Prasinocladales,,Pedinomonadaceae,,,Monomastix,,minuta,,,,,Cell-Motile,Vegetative,NU/ml,60.9785,0.03943045,3009.5823,0.01249124,1479.3448,0.00293939,1479.3448,0.00405228,0,0,60.9785,0.03718048,0.00147934,0.00405227,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1000986,.,Monera,Freshwater,,,Alphaproteobacteria,,Rhodospirillales,,Rhodospirillaceae,,,Rhodospirillum,,rubrum,,,,,Cell-Nonmotile,Vegetative,NU/ml,37.2646,0.02409636,248.7751,0.00103254,29.2677,0.00005815,29.2677,0.00008017,0,0,37.2646,0.02272138,0.00002927,0.00008018,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1021,.,Algae,Freshwater,,Bacillariophyta,Fragilariophyceae,,Fragilariales,,Fragilariaceae,,,Asterionella,,formosa,,,,,Colonial-Nonmotile,Vegetative,NU/ml,15.2446,0.0098576,6616.1686,0.02746033,3231.8612,0.00642157,3231.8612,0.00885284,0,0,19.0558,0.01161891,0.00323186,0.00885284,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1332,.,Algae,Freshwater,,Bacillariophyta,Fragilariophyceae,,Tabellariales,,Tabellariaceae,,,Tabellaria,,flocculosa,,,,,Complex-Filament,Vegetative,NU/ml,5.0815,0.00328584,10251.1653,0.04254734,18307.1047,0.03637544,18307.1047,0.05014755,0,0,5.0815,0.00309835,0.0183071,0.05014754,,A lot of Mallomonas spines
200047-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,3/7/20,5/26/20,Phytoplankton - Grab,Hypsometric Pool,,0,,Yes,Species,,1652,.,Algae,Freshwater,,Chrysophyta,Chrysophyceae,,,,,,,,,,,,,,Cell-Motile,Vegetative,NU/ml,787.6391,0.50931013,46888.7868,0.19461137,42956.2622,0.08535226,42956.2622,0.11766751,0,0,787.6391,0.48024801,0.04295626,0.11766751,,A lot of Mallomonas spines
